<iframe src="https://www.youtube.com/watch?v=_S7WEVLbQ-Y" title="YouTube video player" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen="" width="560" height="315" frameborder="0"></iframe>, Abacki, a@backi, 1
<iframe src="https://www.youtube.com/watch?v=_S7WEVLbQ-Y" title="YouTube video player" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen="" width="560" height="315" frameborder="0"></iframe>, Abacki, a@backi, 1
<iframe width="560" height="315" src="https://www.youtube.com/embed/_S7WEVLbQ-Y" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>, Enjoy, shrek@enjoy, 1
<iframe width="560" height="315" src="https://www.youtube.com/embed/zO0hwXmzswE" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>, Jeff, Pesos, 4
<iframe width="560" height="315" src="https://www.youtube.com/embed/1iG_d0tgZEY" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>,  ,  , 5
<iframe width="560" height="315" src="https://www.youtube.com/embed/OE2NPmqZ9nM" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>,  ,  , 5
<iframe width="560" height="315" src="https://www.youtube.com/embed/saM8Rn0ahFA" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>,  ,  , 5
<iframe width="560" height="315" src="https://www.youtube.com/embed/dap5lEuS5uM" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>,  ,  , 5
<iframe width="560" height="315" src="https://www.youtube.com/embed/z_mhFOyLQBg" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>,  ,  , 5
<iframe width=600 height=371 src="https://lichess.org/study/embed/RoBvWqfx/1dx8ll2B" frameborder=0></iframe>, Cagnus, Marlsen, 1
<iframe src="https://newton.fis.agh.edu.pl/~antek/"     height="600"     width="600"> </iframe>, Adam, Abacki, 1
a, a, a@gmail.com, 1
a, a, a@gmail.com, 1
a, a, a@gmail.com, 1
a, a, a@gmail.com, 1
a, a, a@gmail.com, 1
a, a, a@gmail.com, 1
a, a, a@gmail.com, 1
A, A , A@aaaa, 4
A, A , A@aaaa, 4
A, A , A@aaaa, 4
A, A , A, 1
A, A , A, 1
A, A , A, 1
A, A , A, 1
A, A , A@aaaa, 1
A, A , A, 1
A, A , A, 1
A, A , A, 1
A, A , A@aaaa, 1
A, A , A, 1
A, A , A, 1
A, A , A, 1
A, A , A, 1
A, A , A@aaaa, 1
A, A , A@aaaa, 4
A, A , A@aaaa, 1
A, A , A@aaaa, 1
asf, asdf, sdfgsdfg, 1
<iframe src="http://pascal.fis.agh.edu.pl/~9libucha/labs"></iframe>, asdf, sdfgsdfg, 1
<iframe src="http://pascal.fis.agh.edu.pl/~9libucha/labs" style="width: 1000px;height: 800px;"></iframe>, asdf, sdfgsdfg, 1
<iframe src="http://pascal.fis.agh.edu.pl/~9libucha/labs/lab6.html" style="width: 1000px;height: 800px;"></iframe>, asdf, sdfgsdfg, 1
<iframe src="http://pascal.fis.agh.edu.pl/~9libucha/labs/lab6/lab6.html" style="width: 1000px;height: 800px;"></iframe>, asdf, sdfgsdfg, 1
<iframe src="http://pascal.fis.agh.edu.pl/~9libucha/labs/lab6/lab6.html" style="width: 1000px;height: 800px;"><iframe src="http://pascal.fis.agh.edu.pl/~9libucha/labs/lab6/lab6.html" style="width: 1000px;height: 800px;"></iframe></iframe>, asdf, sdfgsdfg, 1
<iframe src="http://pascal.fis.agh.edu.pl/~9mikolajek/cgi-bin/zadanie_czytaj.py" style="width: 1000px;height: 1000px;"></iframe>, sdf, wf, 2
xd, sdf, df, 1
sdf, asdf, asdf, 1
